formula,target
H1I1O4Zn1,3.613335
Cl9S1Sb1,1.396203
Al1O4P1,0.0
Ba3Fe3Nb1O14Si2,2.470192
Cu1S3Tl1Zr1,0.869564
Cd1Cr2H4O10Rb2,2.722664
Ca1O6Sb2,2.68376
K1P1,1.036423
Ca2Cl1N1,2.345124
Ag2Mo2O7,1.482791
As1Cu1K2,1.09177
I1Te1,0.766513
K2O9Si3Ti1,3.2280390000000003
O13V6,1.139369
K2O8V3,1.974395
P1Se4Tl3,1.353498
Ag2Ge1In2Se6,0.371746
Co1H4K2O10Se2,2.705374
As1Br3,1.52531
As1Cs2Te3,0.301394
Bi2Li8O10Pd1,0.842867
Ba2H1O9V3,2.077478
Cs1O2Y1,2.852973
Br16C8Fe3N8,1.882895
C2N2S2Sn1,2.426068
Cl2Pb1,3.79334
I1Sb1Te1,0.764734
Cu1K1Se3Zr1,0.414207
Ge3Ir2Se3,0.580218
Cl1La3S8Si2,2.588083
Ag1S4Ta1Tl2,1.893101
Ba3P14,1.721029
Na1O3Ta1,2.238931
Ag2S4Sn1Zn1,0.240682
Cr2O6W1,1.535134
Cu1S7Si1Y3,1.9788
Ba1Sb2Zn2,0.0237560000000005
C1H4N2O2S1,2.933177
Al1La3S7Zn1,2.471621
Ag1Bi1Cr4O14,1.917619
B1C2N1,2.089426
Ba1Bi1F1Mn1,0.9471100000000005
Li9N1S3,2.475691
Ba1P8,0.781563
Hg1O14P4V2,1.520397
Bi1O11Sr2V3,2.81582
Cu1H4I2O8,1.667255
Pt1Sb1Y1,0.120198
C1H6N4O3,0.685643
Ba2Co1Ge2O7,2.000441
Br2H4Mn1O2,3.727883
Cu5Na2O14Si4,1.586081
Ge1Mg2S4,2.239096
In1K1P2S7,2.030149
B3H12N1,5.441538
F4Pb1Pd1,1.027049
Au3Ge1Na1,0.040562
Na1O6Si2V1,1.975635
Lu2O4Pd1,0.0
Sb4Sn3Sr1,0.0
C2H1O4Tl1,2.680928
Ag3P11,0.779937
Cs1Mn1O4,2.347574
Ag3K1S2,1.324563
Mo2Ni3O11Se1,2.430056
C6O8Tl4,2.637299
K1Sn1,0.665523
K1Na4Sb3Sn1,0.41401
Cl1Fe1O1,2.146671
Ga2S4Sr1,2.666044
F3I1,2.109883
Ag1N1O2,1.721322
Bi2O11Ti4,1.939153
Ge1Te6Ti1,0.197254
Mn1Ni1O6Y2,1.719336
F1Fe1O3Sr2,2.475787
Cl9K2Ta3,1.475811
As2Hg1O6,0.823291
Mn2Na14O9,1.004333
Cl3N1,2.027044
Mn4O7Si1,1.306379
Cl1O3Sr1V1,2.152419
Cl1Fe1O4W1,1.950131
Ba2Cu1F6,2.56896
Na1Nb1S2,0.642348
Ba2Te3Zn1,1.312658
B1La1N2,2.172052
As3Ba3O1Ta1,1.062274
I3O13Rb1V2,1.795528
Co3O8V2,1.753489
Al2Ca3P4,1.2426060000000003
Ge1H3K3O2S3,2.997121
Na1O8S2V1,1.456409
Ba1H3Li1,2.230644
Ba1Co2H2O9P2,3.069489
Cl3Pt1,1.12308
Cu2Mg1O3,1.278297
Cr2O4Si1,1.956371
B1K3S3,2.685765
Hg3O10Se1Te2,2.129333
Cs3Nb1Se4,2.094326
Ba4Cd3Li2P6,0.445513
Cl1Ga1Te1,2.147943
Li1O12P3Ti2,2.280934
I6K2Pt1,0.93526
Ca1Ga2P2,0.191957
Al4C3,1.304425
Ba1O5Ti2,2.617297
H2K1N1,2.065815
Cl2Sr1,5.265612
Cl1I1Pb1,2.680746
O3Sn1Sr1,0.969035
Se11Ta2Tl4,0.050813
Cs1Tl1,0.193649
Cs4Se16,0.853994
F3Tl1,0.629346
I2O7Ti1,2.324121
H2O8Pb4S1,2.687704
Al1F7Mg1Na2,6.754143
Fe2K6O5,1.715236
Nb2O7Sr2,2.700531
C1Cl2Hg2N2,1.923856
Al2Ba3N4,1.5788479999999998
Li1O6Sb1W1,2.289455
C1K3O8V1,2.310259
Cl2F6I1Sb1,1.858586
Ge1Li1Te2,0.309289
Ba2Cl6Co1,2.669855
Ga3Rb1S5,2.520462
P4S5,2.362272
Ag2Hf1S3,1.133092
Nb9O25P1,2.096342
Bi1F6K1,2.392095
Rh1Sb1Se1,0.6923310000000003
O6Pb1Se2,0.995639
I1Tl1,0.103718
Be1I2,4.145781
Ga3K1,0.1979699999999999
Co1Cu2S4Sn1,0.432827
I5In3Sn1,2.069174
P2Pt1Si2,0.473632
Ca1O6Sr2W1,2.741272
H12N6Rb2Sn1,2.5065
As1K1Zn1,0.430909
Co2Ge3Se3,0.426946
Na1O12P3Sn2,3.059946
Cs1O8P2Sb1,2.994048
F2Hg1,0.905002
Cr1La1O4,0.963702
Ag2O7P2Pd1,1.196688
Cr1La3O6S3W1,1.478373
Co1F3Na1,2.927881
C4Cs2H2N4O2Pt1,1.497389
Bi4O11Ta2,2.728018
Li1O3Rb1Zn2,2.632385
O14Pt1Si2Sr8,2.285957
Hf1O3Pb1,2.400838
H6Hg1I3N1O1,1.658334
Rb1Sb1,0.526569
Bi1I3,0.732914
Au2Ba1P4,0.237978
As1Na3,0.163075
Mn1P1Rb1,1.103369
Cu2Mn1Se4Si1,0.9157400000000004
Mo1Ni1O4,1.936441
Cs3D5Pd1,1.995967
Cu3Ta1Te4,1.260778
Ca3N2,1.146159
As2Ba3O8,3.952069
Ca6Ga1N5,0.771148
B1Ba1Li1S3,2.143491
Ag1F11Na1Zr2,0.60237
Al1As1Cu1O5,2.04393
Al2Cl8V1,3.4038
Cl2Se2,1.925467
Ca1O12Pd3Ti4,0.476806
C1Cl3N3S2,2.681003
Ga1K2Na1P2,1.368141
F1H4Na1Ni1O6S1,4.455021
Br3Fe1K1,3.039783
Ag4Ge2Hg1S7,0.419257
Au2O4Sr1,1.656346
C2Cs1H1O4,2.331575
Cl6Cs2Ti1,2.151341
B1C2F4H6N5,4.304180000000001
S2Tl1Y1,1.519661
Cs3I9Zr2,0.4094739999999999
B1Fe2O12P3,2.569022
N3Na3W1,1.951357
As4Cu6S9,0.609692
Ge3Os2,0.751746
F4Fe2O4Sr3,1.973324
C3O2,3.709812
Mg2Sn1,0.0
Cs2Hf1Mo3O12,3.484999
Cl4Fe1Na1,2.296233
Br2C4K2N4Pt1,1.967864
Ag2Ba1Te2,0.6606369999999995
Ca2Co1O7Si2,3.050676
Ga2Mn2S5,0.332877
Cr3O12Tl2,1.502275
Br18C1K4Zr6,1.174285
Cu2S3Sn1,0.021194
As2Sr2,0.0
Al1Fe1S7Y3,0.634579
Ba1Co1F4,3.216193
Br6W1,0.980109
Ca1O3Pt1,1.343102
H6K3O6Sc1,3.807518
O4V1Y1,2.8422220000000005
H2Na2Ni3O10P2,4.154635000000001
Al1H6K2Li1,2.579931
Ag1Br1Hg1S1,1.241031
As1Cr1O4,2.175372
Cs2Mn1O4,0.594004
Cu2Ge1Hg1Se4,0.0
Cs2Pt3S4,1.637534
Fe1Na4O4,0.793253
Cs4Cu1K2O8Si2,1.560601
C1O3Tl2,2.611352
Hg1N1O2,1.83116
H4Li1N2Rb1,2.318099
Cr2Hg6O10,1.511973
Cr5Se8Tl1,0.020792
Ca1H6N3Rb1,2.013167
Ag2In2S6Si1,0.927172
I3Rb1V1,2.857977
Co1H2O4Se1,2.907143
H1O5P1Ti1,2.673144
Cr5K1S8,0.599027
Na1O5V2,0.086691
Ag1K1N2O6,2.396933
C8O4S2,1.1248
Na1S7Si1Y3,2.257618
Ag3Na1O2,0.710765
Bi1Ge1K1S4,1.769391
Al1Cu1Te2,1.265878
Au3O2Rb5,0.72527
Au3C6Cs2N6Na1,2.419078
In1K2P2S7,1.848541
Cd1O4Pd3,0.0
Ba1F2Mn1O4P1,1.309508
Cs3S4V1,2.09452
Ag2Cr1O4,1.218978
Ag4Mn1S6Sb2,1.35627
As1Cl1Hg3S4,1.339571
As3Cs1O8,2.229847
Ge1Li2Mo3O8,1.0070800000000002
Ga1Na3Se3,2.100497
Nb2Pd3Se8,0.522386
Ba1Te2,0.340809
Al2Cd1Se4,1.241784
Be1Cl2,6.643474
Br5Co1Cs3,2.444122
Bi4Cl1O8Ta1,0.948702
C1H1N1O1,4.638595
H2Li1N1O3,2.643972
Bi4I2Ru1,0.37877
F14I2Pb8,2.853407
Hg1I1N1O3,1.964141
Bi2Cs2S5Zn1,1.740324
Br1Ca2H3,1.536772
K2Sn1Te3,0.957713
C2La2O2,2.904343
Li2N2Zr1,1.70718
Br3Cl1Hg6S4,1.527998
Hf1Te4Tl4,0.310428
Hg2I2Pb1S2,1.676657
Al1D6Li1Na2,2.74987
N2S2,2.823356
Au2F8Ni1,1.761301
Hg1O3Se1,2.023982
As1Na1Se2,1.065708
Cr1Hg3O4S2,1.639376
B1Br1N2Sr2,2.407021
Li1O1Rb1,2.158097
Cu1In1Te2,0.20013
Fe1Ge2Li1O6,2.632472
O5V2,2.364513
Cr2O7Sr1,2.463819
As1S1,1.596751
Cs1Cu1S6,1.31669
Bi2I1La1O4,1.284542
Ag1As1Pb1S3,1.173072
Ag1Fe1O7V2,1.413167
In2S6Zn3,0.256474
Bi1I1Te1,1.255004
Cs3Sb1,0.666073
Hg1O3Sn1,0.0
As4Br1K1O6,2.790523
Co2Ge3S3,0.482755
Cs2Cu2Se4Ti1,1.591699
Cl1Cu3O8Se2Y1,1.506206
C2Li1N4Y1,3.657709
Ga1Li1Te2,1.614331
C2O4Tl2,2.41535
Au2Ca1F12,1.666213
C4H6Na2O7,2.770653
As6Rb4,0.366982
Ba1O6Ta2,2.044031
Cl4Co1Li2,2.430466
S2Sb1Tl1,1.426792
Cl3Mo1S2,1.382571
K3O2S2V1,2.471357
Cu1O4W1,1.410249
O10P4,5.548347
As4Cu1H10O16,1.906575
Al1H6Na3,2.934711
Ba4F4Ga2Mn1S6,2.891472
F3Y1,5.682111
Cl13Mo6Na1,2.453542
Cs2Mo3O12Se1,2.364862
Ba1Mn2O8,1.837824
H1K3Mo1O1S4,1.900778
H1Na1,3.849469
Ba1O1S1Zn1,2.372226
Ca1Li1N1,1.473558
Li2N2Na4,0.706884
Br2Cr1,2.011127
Cs2Hg3S8Sn2,1.577134
Cs4O6,0.0
Cl7Nb3Se5,0.957195
Ag3Au1Se2,0.03858
Fe1Ni1O5P1,2.289072
As2Ga1Rb2,0.827798
Ni3O6Te1,2.043764
Bi2O12Pd1Se4,1.990862
Na5P3Sn1,0.993523
Br1In5S5,1.018851
Ca2Cd1Sb2,0.427611
H2O4Pb2Pd1,1.1585860000000006
C2F6Te2,2.487479
As1S4Tl3,1.460647
H12N3Nb1O8,2.817382
Al2Te3,1.812705
Cl3Co1Cs1,1.870701
Ba1P3Pt2,0.1255359999999994
Bi12Mn1O20,0.0
Cu1H6N4O4,1.256877
Cl1Cs1,4.859846
Cl6Hf1Te8,0.892895
O2Sb2Se3Sr2,0.690296
In1Mn1O3,0.0
N6Zn1,3.229467
Ag1Bi1Cr2O8,1.472881
Cl2H2Mo1O3,2.160642
C1Se2,2.02275
Ag1Nb3O8,1.515914
N1Nb1O1,1.4885099999999998
As4Pb9S15,1.521207
F6K2Pt1,2.613196
Cl3Cs2O3Re1,2.276321
Rb4Sb4,0.605885
Ba1Cd1S2,1.586851
In2Mn1Se4,0.0
Cu1Nb2O6,1.70376
Mg1O4Sb2,2.290856
Ag1Br3Rb2,2.646834
Al1Ni1S7Y3,1.987879
Cs1I3Mn1,3.051285
Ga1Ge2Na5,0.0
Ag1O2Sc1,2.140471
Cl3Mn1Tl1,2.64173
H8Ni1O16P4Rb2,4.956598
F6S1,5.87572
Co1I10Y6,0.173629
Cl,2.448508
As2C12F12N12Zn1,3.952139
Ba1In2Te4,0.962673
Bi2Cl1O4Y1,1.362675
Ga2K6O6,2.490021
H2K1N1O3S1,5.258535
Cs2S1,2.165834
Hg1In2Te4,0.50976
Cl7Rh1Se2,1.980146
Br5Hg6Se4Tl1,1.602135
Mg1O5Ti2,2.521279
Cl1F3,2.584901
Ba1O2,2.239859
Cs2P1Se5,1.40482
Se2Zr1,0.0
K2O4Pb2,1.357382
I4Te1,1.719393
Ag1Rb2S4Ta1,2.533296
I5In1Sn2,1.423439
Fe4O11Sr4,0.1206590000000003
Ba1Ge2S5,2.153637
H2O2,0.0
Ba2N3V1,1.5482950000000004
Cu2Rb2S4Sn1,1.211512
Mn1Rb2S2,2.560046
Sr1Te1,1.690515
Ba1S2Sn1,1.677508
Br2Zn1,3.820415
Ba3Co1O9Sb2,1.856123
I6Te1Tl2,1.576693
Cl6Pd1Se2,1.66379
Cd4K1P3,0.0
Br2Cs1Re3Se4,1.436664
Cl1N2S2,2.520629
Cl1N3,2.241743
F1Na3O4S1,4.584647
Ag1C2K1,2.399725
Bi1Fe1S4Sb1,0.951572
Bi1Ge1Rb1S4,1.78627
Fe3Na7O8,2.20513
Ag3P6Si3Sn2,0.232809
La3Mn1O6S3W1,0.0
Cl4W1,0.129031
Cl3Fe1,2.105103
Cu1La1S1Te1,0.570106
O3Si2,2.34807
K2O7W2,2.232098
I2Pd1Te1,0.145968
Ge1Mg1O3,2.345192
Ge2Os1,0.0
Fe2O1Se2Sr1,2.140428
F7H1K2Ti1,4.541794
Ag1P15,1.104804
As1Co1H1O5Sr1,2.2443100000000005
Au1Rb3Sn4,0.578688
Nb2O7Sn2,0.84489
As2Ca2H4Mn1O10,2.556981
As1Cu3Se4,0.0
Ba3P6Si4,0.3921559999999999
Cl3Sb1,3.651526
N4Se4,1.743376
B3D12Y1,4.516678
C1Cl2S1,2.884622
Cu1Mo1O4,1.4094669999999998
O2W1,0.503305
C4Cs2O4,2.68189
Al2Pb1S4,2.64526
Na1O5P1V1,1.77901
B4Mg1,0.390426
Li1Nb1S2,0.716267
B1H2O2,4.699418
Ba3N2O1Zn1,0.505766
Ba1Hg1S2,1.337585
Ba2Si1,0.052264
Cr2Li14N8O1,2.43039
Au2Ba1F8,2.560197
Ga3H6K1O14Se2,2.850072
Hg2I2,1.68986
Cd1Cr2Se4,0.205956
Ge1O6Se2,2.679825
Ge1Hg2O4,0.729965
Ge2Li1O6V1,2.062052
Cl3H6La1O9,2.617065
Co1Ge1Te1,0.184687
Cl3H12N5O1Os1,2.347727
Al1Ba2In1O5,2.036233
Cu1Te3Ti1Tl1,0.0
Ni3Sb4Zr3,0.213671
Cr1O4P1,2.331536
Bi1Cu2K1S3,0.924818
Ag1Au3I8Rb2,0.812729
F5Li2Mn1,2.230836
F6Mn1Sn1,2.701242
Rb2S4Zn3,2.999314
As2Ru1,0.452249
Ag1F12Sb2,0.369231
Cs2O3Pb1,1.361702
I3Nb1Te1,0.481144
K3N1O3,0.179875
K1O12P3Ti2,2.381617
Bi1Cl1Mn1S2,2.07847
Li5O6Re1,2.166563
B2Co2O5,2.575923
N6S5,2.049545
Al1La3S7V1,1.719713
Ba3Cr2S6,0.8356299999999997
B12C3,1.506964
Cu1Li2O2,1.074042
K2Mn1P2Se6,1.601515
Cu3S4Ta1,2.1328940000000003
Li1O8Sb3,0.968
Cu3Ge5K2O14,1.669297
Li5O7W2,0.0373339999999995
Co2O7P2,2.6637850000000003
Ba4O10Pt1Ti2,1.904648
Cu1O6Se2Sr1,1.584387
Cu1O5Ti1Zr1,1.562575
As1B6,2.649788
P4Tc1,0.856517
Cd1K4P2,0.826254
As1Cu3S4,0.240142
Ca3Mn1O6Zn1,2.310446
H12N5Rb3,2.117798
As2Ba2Cd1,0.3831039999999999
Cs2Pt1Te2,0.9120469999999998
Co1Na4O3,1.574916
As1Cu4K1S4,1.627197
As1H1Hg1O5Zn1,1.542789
Cd1O3Tc1,0.67438
Bi1Rb1,0.224857
Mg1O6Pt1Sr3,2.723935
Ca2Cl1Fe1O3,0.531584
Au1C2K1N2,2.800109
Au1Br3Cs1,0.677814
Ga1N1,0.535662
Ga2Hg1Se4,0.895809
Cl2Te3,1.330583
Ca1Co1O6Si2,2.825335
Co1O4Se1,2.188871
Na1O3,0.533755
O2Rb2Zn1,1.719774
Cd1F7Tl1Zr1,5.010745
C1F1H3O2,5.436844000000001
H,7.648339
Ge2Hg3K2Se8,0.983783
H1N1,4.147953
Ba1Bi1Se3,0.6669200000000002
Na1Sn1,0.311972
Na1P1Sn1,0.520934
Ag5Ba2S6Y1,1.3655049999999995
Ga2Mn1Te4,0.282737
Cu3S8Ta2Tl3,2.06779
O9S3,5.117213
Br1Hg2P3,0.948098
Ag3O12P3Tl2,0.058523
F1O3Tc1,2.646108
Au1Bi2Na1O5,0.85278
C1Cl1F4I1,2.715306
Al2Cl8Co1,2.568333
Co1O5Se2,2.4906779999999995
Br5Cs3Cu2,2.710165
C1N2Pb1,1.6957060000000004
P1Rb1Se6,1.793439
As2Co2O7,1.85905
Ag1Cs1N2O6,2.609377
Bi1O6V1Zn2,2.830947
F4Rb1Tl1,2.719723
Fe1Na1O2,3.135168
H2N2O5Sr1,2.272346
B2Na2Se7,1.473463
K2Mo1S4,1.30769
Ba5Cd2F1Sb5,0.0
Ag1I3K2,2.572374
S3Sn1Tl4,0.592603
Ag1F6Pd1,0.241175
As1Ca1H1O5Zn1,3.11076
H1Mn1O2,0.350817
Au1K2P1S4,1.337492
Au1Bi1Br6,1.194791
Bi1C1Ca1F1O4,2.306066
Cu2S4Ta1Tl1,1.972736
Br9Nb3Tl2,1.0329430000000002
C4I2N4Pt1Rb2,1.369864
Cd2H2O6S1,2.623564
Cu2K1Nb1S4,1.909865
Ba2Bi1O6Y1,1.868975
C6Cs2K1N6Rh1,5.473903
Cd1O3V1,1.4013
F3K2O2V1,2.946022
As1Cu2K1S3,1.43394
Ba2Li3N4Ta1,2.412366
Cl12Re1Se2,0.9551550000000002
Ag5O4P1Te1,0.393417
C1Cl1Cu1H2N2,2.050372
Ba2Cl1Cs1S4Sn1,2.555657
Bi2Cl1In1S4,1.518947
Co2H1O5P1,2.477562
Co1S1Sb1,0.5883269999999996
As1Cu1Na2,0.860563
Bi1Na3O4,1.029415
Co1Ga2S4,1.655024
As2Ni1O6,2.377614
Cl6Cs2Pb1,1.315377
Ag1Fe2Ga1Te4,1.278177
Ge1Rb2S3,2.208561
Au1O2Rb1,1.539092
Cd2Mn3O8,1.023027
I2O5,2.558849
Ba2Se3Zn1,1.7971209999999995
F6Li1Mn1V1,2.110212
Cu1La1O1S1,1.970336
Na2O2Pb1,2.398224
Cu1Na1O4P1,1.61133
F14O2Os1Sb2,1.414443
Cs2Ni3Se4,1.256855
C4Co1Hg1N4S4,2.273683
Cu1O3Ta1,1.224779
As2Cs2Pd1,0.820545
Cu3Se4V1,1.1517500000000005
F1H4N1O3S1,5.082301
F4H2Li1Mn1O1,1.942928
Co1O3Se1,2.512956000000001
Al1D1Si1Sr1,0.574812
Ca3Ga2P4,0.948373
Cl3H9N3Rh1,2.642137
N2Sr1Ti1,0.721176
B1H4K1,1.165191
Hg1S1,0.0
Au1Cs3O1,1.412157
Cr1F3O1,1.924301
B,1.466033
O2S1,1.764576
As1Ca1Co1H1O5,2.265958
B1F3,8.178104
Cl9Nb2S4Tl5,1.575055
K6Mn1S4,1.873255
H5N1O3Se1,4.381826
F,2.183681
C2Cu1K2O6,1.493485
Cu2Rb2S4Ti1,1.874129
Ga2Mn1S4,2.178456
Co5O15Sr6,0.489182
P2S8Zn3,2.269601
As2Cd1Ge1,0.035018
Na1O6Ru1Sr3,0.47897
Cl4S1Tl6,1.769321
Br2N1P1,2.977929
O2S1Sc2,2.056035
Au1Cs1Se1,1.708963
Bi2Cu1O4,1.40316
Cs1Se3Y1Zn1,2.235574
Ag2As1K1O4,0.16608
Al2Cd1S4,2.466489
O3Rb1Re1S1,2.72609
Cl18K2Mn1Nb6,1.016602
D4Mg1Ni1Sr1,2.073955
Te2Tl1Y1,0.622618
Br4K2Pt1,1.469488
Ag3P1Se4,0.363651
Al1K2Li1P2,1.951642
Al1Ba3P3,0.6795580000000001
Cd1Li2S4Sn1,1.93449
O4Pb1W1,2.963973
Os1S1Sb1,1.1225170000000002
Cr3K1S5,1.1101739999999998
F7O3Os2,0.357784
Fe2Ga1V1,0.0
Al1Cl4N1S2,2.187135
Ba1K1P1S4,2.281999
Cr1Hg1O4,1.352993
Na4O5Se1,1.362327
F2H3N1O2Te1,1.755301
Ba2Hg1S3,1.3609429999999998
O14Tl3V5,2.065266
Al2N4Sr3,1.929902
I1O7Sb5,2.417516
Ge1S2Tl1,1.646583
Cl7Mn2Rb3,3.0295
O2Se1,3.256344
Cu3Se2Tl1,0.429271
Co2K6O5,1.582501
In2O5P1,2.026106
Ni1O2,1.495711
Bi1Te2Tl1,0.0
F6Fe2K1O8P3,2.206769
Cs1N3,4.112216
Al1Cu1S2,2.16183
Cs1I6Ta1,1.0338579999999995
Na2O2Zn1,2.178128
I4Ta1,0.389391
B4Bi2Cu5O14,1.056419
Cl1K1Mo1O5P1,0.429583
Cs2Se3Sn1,1.714941
Na1O8Rb3W2,4.802312
O6Pb3S1,2.791759
O14Rb3V5,2.256686
Hf3N4,1.092207
Cu1Lu2O14S2Te2,1.892421
O4Pb1Sr2,1.344467
Cr1O4Pb1,2.549497
Cs2Cu1O7P2,1.716773
Al1Mn1S7Y3,2.21608
O3Ti1Zn1,2.844583
Cr2S4Zn1,1.0463700000000005
Cl2Zn1,4.358208
B1Cu1S2,1.954799
I6Pd1Rb2,0.996212
Ba2D4Pd1,1.5389129999999995
Ga1La1O1Se2,1.381248
As1Li1Zn1,1.015464
Cd1Cr2H4K2O10,2.745288
F5H2N1Te1,2.629786
As1Hg1O3,1.240243
Ba3O14P2Te1Zn3,3.283199
Cd2O7V2,2.526466
Pt2Se3Tl1,0.390292
Ba2O6Ru1Y1,0.076401
Cu2Ge1Te4Zn1,0.0
O2Rb1Tl1,0.814745
Ce1F7Rb3,2.040668
Co1O3Y1,1.2355010000000002
Br3Rh1Te6,1.160186
H2Mn1O5P1,1.278513
Al1I8P1,1.542083
C5H9Lu1N2O8,4.46989
Ni3Rb2Se4,1.118042
P7Pb1,0.799636
Cu1La3Se7Si1,1.661279
Ce1K1O12P4,3.957539
Fe1La3O6,2.7706859999999995
K2Se4W1,1.208178
Fe1O3Rb3,2.091654
In1N1Ni3,0.0
Cl6O1S1Ti1,2.521763
Nb2O13Se4,2.416949
Cs2O12Se1W3,2.602419
Cl1Pd1S1,0.8474620000000002
Rb2Se3,0.615007
Bi5Cu2Rb3S10,0.774684
H8Li3N4Na1,1.530576
Ca3I3P1,2.124263
Ag2Mn1O8Sr1V2,1.899865
Cl2Co2O3Te1,2.435589
I1N1Zn2,1.901789
Cu2Te3Zr1,0.095057
Ca2Ga2O5,2.114468
P2S3,2.085955
As1K3Se3,2.13335
Cl6Ir1K3,2.0048980000000003
K2Se3Te1,1.637412
Te2W1,0.82901
H1O3Te1,2.278916
Ag1Cl1O4Pb4,2.330909
Cr1K1O7V2,2.110402
Fe1Na1O8W2,2.344113
Hf1Se3Tl2,0.514029
O10Ru3Sr2,0.0
F4K2Pd1,1.973486
Fe4O5,0.492419
Ba3Cl2In2O5,1.473343
C1Cl1N5S3,2.243712
Cs2Pd1Sb2,0.8482889999999998
K1O3,0.0
Br4Sn1,1.495272
C2H2N4Ni1,2.686189
I5Pb1Tl3,2.208168
Cr1Mn2O9Pb2,1.1766199999999998
As2Ba1Co1O7,2.637964
C1Cd1O3,2.610091
La2O3,3.201735
C4Cu1O4,0.815345
Pt1Sb1Si1,0.09261
Cu1Ge1Se7Y3,1.17982
As1Li1Ni1O4,3.19234
I6O18Tl4,1.612754
H4N1S4,0.7453270000000001
Cu3Fe4O24V6,1.132145
Cl1Cs3O1,1.587224
B1Cl1F4O2,1.997817
O7Sb1Y3,2.863107
I7Ta3Te1,0.532494
Ni1O2Rb2,2.882242
Ru1Sb1Se1,0.8061679999999996
Ni1O10P2Ti2,2.790435
Mo1N2Na4O2,2.386239
H6Li1O7Tc1,3.674153
Bi1O5Pb1V1,2.528855
Co2Na7O6Rb1,1.355471
K1Nb1Se2,0.653746
Cl6K2Pt1,1.859734
Cu1La3S7Sn1,1.804453
Ge1P2Zn1,1.212947
Co1Na4O4,1.490406
Br9Cs3Sb2,1.947164
Cl1H1,2.728092
Bi1Na1O2,0.86826
Ba5Cr1N5,0.1885470000000002
Ba1Cs1P1S4,2.33849
Ca1F6Sn1,5.393184
Ag1Cs1P1Se3,1.362999
H12Li3O10V1,4.166499
As4Nb1Rb7,0.696472
Cr1O2,0.0
C3Os2,0.077919
Rb1Te2Y1,1.369248
F6Nb1Rb2,0.216413
Hg5O10Re2,1.347544
K1O8S2V1,1.976313
S3Sn2Tl2,0.783487
Ag1Ge1La3S7,1.957509
C6Cr1Cs1Mn1N6,2.420709
O3Pb1Te1,2.635923
As1O1Y1Zn1,1.194234
Au1K1S5,1.762406
Cl14Sn2W3,0.776494
C2Cl1H7N4O4S1,3.326418
F3K1V1,2.788432
Ga1I7Te1,1.825508
O6Rh1Sc1Sr3,2.413339
Hg3Na2S4,1.348627
D1N1Sr2,1.7728960000000002
Cr2O4Zn1,2.563282
Ga2Se4Sr1,1.770889
Br3P1,3.156849
Br2Ge1,2.226122
Au3P7Sn1,0.0
Bi3Br1Se4,0.996626
Ca1Fe1O3,0.023676
Ag1In5Te8,0.284829
O8Se2V1Y1,1.382606
Ag2O4Si1Zn1,0.737352
O6Pd1Sr4,1.659764
Cl3Hg1Tl1,2.535212
F6Na2Nb1,0.285742
Bi1O6Pb2V1,2.150874
Ag7F31Zr6,2.781888
As2Be2Ca1,0.642396
H2O11P2V2,1.826827
Ga2O6Te1,0.692804
Br1Rb1,4.326222
Sb1Zn1,0.1797550000000001
Ag1Mn1O4V1,1.9745
Ba2Cl1N1,1.062833
As1Mn1Na1,0.943904
K1Nb1O3,1.428932
I1P3Se4,1.575599
F4Li3Mn1O6P2,1.538725
Ba1Fe2O1S2,2.269112
Cs2Mn1P2Se6,1.691968
Bi1Cl1O1,2.557372
As6Fe7O24,1.365497
Li2Te1,2.496656
Cu2Ge1S4Sr1,1.397766
Se3Y2,1.259867
Au1Cs2P1S4,1.996937
Au1Cl4N5S5,1.725402
C3Lu2N6,4.038986
Cr1F6K1,1.321381
Fe1Mo2S4,0.359304
Cr1Na1O2,3.055296
Au1I3Rb1,0.663081
I4In2,1.615633
Ca1Ge1N2,2.516575
O5Ta1V1,2.187915
Cd1O4W1,2.89951
Ca1Cl1Fe1O2,2.416295
Cd1S4Sc2,0.943632
Ag2Ca1O12V4,1.899609
F6O1Sn4,3.051239
Cl2N2S3,1.614546
As2Hg6O8,0.474832
Mo1N1Na5O4,2.383372
Na2O8P2V1,2.67304
Li3N2Na3,1.021638
Ag2Ba1Ge1S4,0.582922
Ba2Li1O6Re1,1.798792
Cu1Sb1Se2,0.741608
Cl3Y1,4.553888
Cl1In1S4Sb2,1.48767
Cl2O2W1,1.973509
As2Pb1S4,0.576055
Ir1K2Na2O4,0.311162
O2Ru1,0.723568
P5Re2,0.471109
Cl5K2O1Tc1,0.662021
Br9Nb2Rb3,0.366153
Cu1I1P4Se3,1.325727
Hg2O5Re1,1.234294
Hg2O5Te1,0.576379
F2Fe1O4P1Sr1,2.0732
Fe1Na2Ni2O12P3,1.547482
Ge1S1,1.204027
H2O8P2Sr1Zn1,0.648582
Cl2H4Mg1O10,5.348163
Cr1O4W1,0.625809
Fe1Li1O2,2.282359
Al1Na3S3,3.164502
Cl5P4S6Ta1,2.189527
Cr1K1P2S7,1.511881
Cs2F6Fe1Tl1,2.432449
Cu1N1Sr1,0.5607800000000003
Ca2Fe7O11,0.478955
Cu4Na2S3,0.37791
Ba1D1Ga1Ge1,0.084969
As1Ba1O6V1,2.680558
K2Li14O14Pb3,1.92235
Cl5Cs3Ni1,2.564413
H5N1O7Se2V1,1.582375
F6O1Xe2,2.788505
C10Co1H14N8O2,2.538995
Br1Te2Tl5,0.076168
